Unique_idx,price
3736,325000
85,1000000
6772,419600
2782,294000
9400,210000
3257,1105000
6023,799950
13763,599000
8959,650000
8527,950000
7778,129888
213,552900
16390,349900
9814,664000
12591,1100000
15673,510500
7977,653000
13792,179950
5679,505000
16671,275000
16535,353000
15333,480000
3049,255000
11029,391265
21269,420000
14173,315000
9429,425000
3119,370350
8326,670000
9929,562000
18171,232000
16976,350000
13283,295000
18789,525000
20776,750000
17202,410000
12633,370000
11394,544950
13594,415000
17740,343566
9485,256000
3561,500000
14638,975000
20581,236000
13998,475000
19262,1900000
12466,345000
19238,255500
15241,1200000
6440,345000
14867,195000
12221,460000
618,304950
17338,710000
820,234000
12474,450000
18076,437000
8405,890000
2932,203000
14139,875000
6036,403504
15643,449000
13198,657500
15744,445000
12858,575000
4576,325000
5921,243800
2371,568000
12146,178000
18651,622000
19968,750000
2578,1157200
8395,250000
11916,245000
2206,314950
17973,416000
11117,527000
6755,300000
442,525000
18499,940000
16870,550000
14479,1225000
1201,440000
2507,653000
11293,525000
20080,674000
10454,303000
6060,697000
14626,190000
14110,650000
7150,295000
11284,1575000
2055,319000
18477,1990000
12824,144000
7663,1898000
18574,200000
21138,383000
18249,764000
8137,324950
21009,580000
7435,750000
12605,810000
8268,535000
14171,208000
10378,1340000
12540,543000
2073,275000
9093,465000
11364,910000
6405,375000
10272,208000
6004,760000
2893,525000
3069,247500
4707,353000
18046,220000
2510,191000
8500,400000
8876,465250
8093,560000
20656,879000
13538,310650
10200,475000
21157,812000
10937,292000
7350,845000
13112,308500
5508,554000
19488,275000
1772,500000
18636,661000
2939,355000
21360,250000
1073,620000
9174,290000
19493,344950
17562,169000
16648,465000
15107,140000
1455,350000
20383,425000
17718,300000
8547,365000
20116,585000
18261,775000
9332,210000
19498,255000
16047,265000
9090,458500
18673,549000
8026,280000
3153,1750000
18468,135000
16786,585000
18530,476000
20523,526000
420,580000
12586,935000
7065,300000
1440,915000
869,320000
10618,680000
13153,1180500
6201,380000
11341,790000
776,430000
3917,335000
15169,599832
12316,600000
6821,409000
13557,415000
1383,630000
16980,465000
7597,781000
4856,292500
14514,275000
14753,425000
4207,394000
4182,410000
8126,200000
16743,207500
15600,535000
7827,629000
2641,1900000
3987,450000
16721,760000
2028,289950
11103,284000
7812,254000
18184,440000
15029,270000
10012,345000
4158,800000
11562,370000
2797,659000
17997,630000
18301,394000
7210,641000
9527,930000
8955,900000
12082,320000
20763,500000
7377,730000
21367,650000
4610,250000
4678,885000
17555,515000
5234,630000
10633,890000
5029,760000
19243,525000
12614,925000
15844,280000
35,780000
5793,735000
17474,750000
13531,179950
10754,470000
2462,490000
6469,236775
14823,560000
15679,1240000
4403,502000
4289,450000
1427,440000
18689,290000
2232,495000
10414,279900
8391,410000
6596,647000
15523,195000
9241,523000
19425,660000
18799,255000
2141,182000
14641,353500
1945,3000000
11234,776500
12222,353000
2539,415000
5500,432500
12224,243000
19471,1145000
2483,438000
3669,385000
18421,305000
2843,440000
5036,205000
16362,650000
18098,840000
16269,509000
13032,630000
17992,140000
18025,890000
4349,267500
5739,1240000
8953,637000
9532,224950
88,293000
5221,665000
1633,335000
21268,469995
9233,540000
8316,615000
1296,625000
6923,434975
5700,235000
13459,568500
2868,675000
14674,790000
11441,825000
3920,565000
18295,378000
11622,382000
3455,1095000
1054,329900
2985,500000
7045,745000
13865,220000
12307,324000
407,245000
9907,638500
6383,720000
21073,614000
3312,395000
953,1020000
11983,225000
14934,262500
12395,507500
17002,1206688
16165,270000
18125,375000
5299,322000
4891,470000
2996,362950
6789,492000
19553,481000
16505,554000
15301,320000
13120,1031000
801,1050000
16574,232000
17017,529000
11221,688000
19526,900000
5282,790000
18266,1125000
4806,385000
2784,330000
7380,845000
14897,310950
21488,855000
10890,410000
20583,750000
4677,450000
2039,330000
14722,307000
15949,154500
7225,245000
2918,435000
12017,960000
3145,350000
1189,364950
4380,455000
9918,598500
5480,1049000
10801,425000
13756,199950
5244,520000
1798,550500
11477,425000
17528,218000
3782,700000
1359,750000
13642,530000
20332,375000
20493,1185000
18237,365000
16474,368000
5853,400000
19194,1020000
1084,640000
5246,279000
4370,440000
10901,530000
8454,275000
10258,313950
15796,445000
14030,1715000
19623,355000
18561,425000
18334,700000
19472,250275
18630,320000
4386,422000
6437,218000
482,850000
597,594950
4017,725000
21057,939000
1433,2680000
18065,300000
17890,410000
5028,393000
13106,525000
14055,375000
3629,230000
10215,190000
15094,538000
12046,297000
1017,495000
10408,182200
6890,281700
18980,815000
18348,270000
14164,302500
2079,950000
4915,910000
1524,402000
9444,353000
2336,299000
8723,235000
14304,551000
3475,690000
6377,920000
17013,1340000
2098,460000
620,279000
2806,400000
11064,359999
18695,548000
15778,462000
18371,374990
15213,1550000
12268,342000
20716,440500
1520,339000
3289,265000
1114,538000
2000,826000
19710,879950
7968,382000
5539,252000
8401,367300
12897,555000
629,450000
21090,500000
8578,465000
6111,240000
9296,270000
2459,369900
20549,605000
20113,465000
17242,629950
20298,300000
7422,290000
3874,268950
12886,455000
18730,704000
1530,1365000
941,330000
10907,676101
5919,795000
9036,399950
21406,359000
21319,425000
21584,390000
17491,445500
5595,564800
11257,2150000
10065,367000
18277,680000
5126,355000
15069,890000
19316,235000
14212,750000
12412,620000
4797,350000
6055,299000
1758,623000
5618,550000
455,590000
21006,387000
11936,815000
884,825000
15175,600000
613,648000
2560,660000
5794,770000
8755,425000
19212,502000
9750,950000
4316,2050000
555,736500
8277,357000
21274,525000
19745,353500
9375,995000
20244,2200000
15277,760000
8129,270000
7622,490000
11697,1255000
1991,378000
14134,500000
1604,230000
16236,265000
21045,375000
6529,298500
2114,276750
20652,420000
20319,326989
4084,245000
20768,340000
2786,375000
12546,220000
3323,280000
4570,415000
10121,577500
4140,1400000
17096,506000
4141,570000
14787,270000
8300,290000
13775,498000
14861,335000
11166,312000
6968,350000
15457,362500
11614,347500
11919,400000
9013,650000
9778,360500
12846,475000
2277,525000
3087,275000
7218,400000
16971,262500
16699,225000
14590,665000
4077,940000
15909,430000
2958,832500
12108,505000
1621,268000
15922,549000
8375,597326
15170,569000
7487,559000
1578,340000
13286,415000
6869,349000
12764,600000
20323,660000
11288,312000
17446,475000
19340,830000
12436,275000
2717,782000
17340,135000
17299,353500
9190,495000
11148,400000
13371,565000
18108,329950
7473,359950
2182,465250
5481,710000
11450,589000
11203,350000
8076,417000
15510,379260
4593,846000
13978,1800000
4,583000
12995,270000
17511,724950
20806,378950
3660,440000
8487,1050000
11417,725126
11499,245000
9191,185000
7815,900000
2528,460000
196,540000
16365,325000
13380,431000
5265,265000
10593,740000
12178,535000
5837,255000
7146,670000
3003,340000
12983,485000
20735,280000
17132,264950
12438,670000
14600,330000
11535,3168750
15196,982000
13393,350000
20477,345000
4405,397500
15636,290000
19763,435000
5558,295500
2644,720000
16268,1550000
15183,470000
20787,484259
5903,474500
7772,165000
7511,575000
13429,380000
6643,340000
8145,384205
10194,432900
7272,1127500
1012,465000
18215,315000
13581,575000
15702,605000
8019,310000
18089,368750
21608,375000
14879,850000
1544,500000
13680,276750
5728,495000
16075,505000
3310,448000
10543,216300
20337,549000
20067,700000
9336,601000
11,445000
11501,342000
7319,448000
8157,275000
14541,779380
11313,495800
12746,430000
5774,500000
13016,405000
19567,220000
14277,288400
20063,360000
18721,470000
792,1200000
12403,330000
7429,148226
7501,820000
7202,456000
13533,315000
644,410000
4286,255000
12889,261000
21038,378000
3780,525000
21558,660000
310,759000
8259,447055
20817,353000
13249,380000
21043,250000
17805,196000
5616,1300000
12819,302000
5041,340000
2247,580000
13175,625000
20962,135000
9046,332100
687,475000
6801,822500
4218,1400000
9520,550000
6974,270000
4567,581000
6889,286000
1792,206000
17928,419000
11843,1050000
12021,330000
18172,195000
18669,332500
3914,5350000
370,275000
14013,1328000
387,340000
6020,230000
3298,921500
13559,255000
14658,345000
8571,667000
17326,218000
1863,750000
7193,525000
3019,245000
4527,254000
20236,600000
5507,722500
5281,625000
2047,434000
1915,285000
18364,260000
9738,530000
1622,745000
17529,328000
13403,910000
20233,3000000
5886,1765000
12140,620000
10552,495000
8988,675000
16467,430000
248,235000
19233,600000
2664,700000
1332,590000
9088,225000
10407,839000
10208,625000
4615,375000
12207,700000
8363,420000
10724,310000
20462,406000
8904,840000
5607,840000
6570,205000
20064,554000
15721,825000
3267,402500
4860,689000
10186,287000
16114,400000
16370,475000
4106,1200000
5206,850000
2776,429000
14394,425000
8275,82000
18466,298800
16683,550000
1960,726000
15443,425000
20037,700000
5869,515000
4211,1865000
19529,1600000
8498,380000
600,592350
13008,168000
15258,2384000
6668,750000
13002,915000
7899,325000
21264,679950
12647,320000
8564,352750
10912,435000
8976,550000
18920,439900
20954,570000
15065,400000
7842,509000
10599,275000
332,245000
10925,515000
10217,722500
15635,179950
3208,378000
5115,525000
13969,564800
11864,565000
5953,775000
9226,519000
1104,675000
10766,1050000
20220,283500
5119,310000
1747,358000
8973,650000
10429,645500
16545,510000
13527,830000
16132,410000
20558,303500
6839,355000
19007,575000
10204,630000
5604,356000
15825,869000
17217,401500
8291,242550
2385,218000
14262,762500
20724,399000
6463,305000
10924,350000
14283,199950
7638,304900
8162,499950
16017,645000
2951,550000
9405,335000
10064,537000
9009,309900
14869,295000
1513,310000
17768,340000
1599,505000
8842,570000
12390,600000
16828,750000
3501,565000
3847,516130
19643,834950
17300,549000
7372,630000
11175,255000
18003,385000
12030,329500
19860,288790
18489,380000
14319,405000
12297,578000
15000,245000
2012,1100000
4732,460000
19162,410000
14642,970000
13750,600000
1715,350000
15049,2400000
201,360000
20825,367899
15182,445000
12092,300000
21253,736000
21586,535000
13609,500000
10172,450000
5606,340000
12131,396000
9410,549950
5384,619500
11945,1400000
4884,340000
9633,285000
14859,1400000
10865,370228
10930,365000
21602,215500
2370,925000
9528,549000
11740,655275
7160,590000
21155,306000
1282,1698000
10579,338000
12993,215000
15482,1760000
12747,375000
20745,535000
14524,364000
9616,629000
17007,455000
134,765000
9018,505000
17687,485000
3253,370000
17627,402000
5459,505000
7040,284700
15298,250000
13257,452000
5754,700000
8623,145000
8572,330000
15359,280000
18806,535000
19624,545000
19401,218500
1463,650000
18679,285000
5120,244000
199,201000
19311,301000
4127,349900
8202,349000
3991,375000
6826,411715
15863,397000
4639,325000
15043,382500
9064,625000
8343,335000
10211,263000
5694,625000
21534,645000
11351,185000
8305,511000
4633,1280000
5191,336000
11730,721000
3347,1000000
7818,957000
7287,676000
10678,308900
18727,256000
7659,655000
17271,525000
3875,417000
8370,485000
21223,605000
10449,770000
15592,1395000
10341,745000
6202,441500
755,304999
6948,580000
9625,459000
1827,565000
17306,640000
19612,622000
12200,560000
13372,440000
15131,92000
4828,760000
17572,305000
3563,620000
3148,518500
15680,715000
7008,1698888
10199,710000
18255,299500
8201,285000
20022,469000
2874,450000
14355,549950
14186,335000
4620,325000
17671,485000
19852,315000
4784,390000
4954,590000
69,1145000
5729,508000
2621,575000
11371,420000
10861,499000
21568,1850000
15537,446000
444,249000
20655,834950
8573,665000
2078,405000
10775,475000
13852,390000
15407,260000
7767,185000
9081,715000
4015,1320000
8640,219000
170,275000
18313,551000
7841,355000
13118,415000
11598,1284000
542,268000
7374,250000
7819,275000
1297,365000
18481,250000
16255,275000
2123,770000
4438,775000
16785,320000
11840,342500
427,843500
14878,755000
17378,222500
9359,374950
17427,421000
10278,1000000
13600,330000
18895,180000
17284,370000
6562,287000
490,585888
15576,518000
1976,459000
12242,490000
1866,530000
3969,363500
7,235000
339,150000
18068,410000
12834,185900
11518,715000
5522,400000
6095,835000
10931,205000
20429,712198
19941,417838
16860,655000
11181,685000
942,560000
18370,364950
4468,1199000
5631,695000
3380,630000
9445,492500
16523,567000
12942,245000
736,587100
10439,240000
10854,485000
20034,645000
7189,265000
16932,435500
12773,635000
3640,248500
1148,785000
3697,670000
1253,574950
16897,1096500
5792,680000
17387,354950
11188,340000
20081,645000
4625,530000
2036,700000
20540,388500
14405,525000
13411,3200000
12630,240000
3543,320000
13561,595000
18541,401000
14994,152500
16072,370000
11464,290000
10125,632500
13146,800000
4563,250000
17510,330000
11183,492500
3600,245000
9594,205000
7214,462500
18141,317750
4559,1052000
8777,540000
4696,1210000
1242,890000
272,282950
11018,1495000
10994,453000
14424,1101000
4733,930000
17029,260000
4792,785000
7483,342000
4310,403000
14637,432000
4314,695000
8061,565500
17251,599950
14258,605000
1304,201000
13301,245000
13347,325000
17205,695000
6558,850000
9815,185900
13837,496500
871,400000
7930,215000
16936,350000
4838,285000
4785,316000
12561,1640000
7167,419000
3075,630000
10876,324950
6654,400000
16973,508000
14689,765000
819,220000
20246,443600
8084,816000
7996,247500
15112,560000
16219,699950
7177,310000
21456,345000
17175,549000
5973,215000
17281,206325
21386,325000
4726,690000
2745,1100000
4907,544800
13582,258000
15300,325000
14287,550000
2647,530100
18268,367500
13245,623500
6183,545000
20443,359000
292,332000
11863,500000
5822,200000
4300,335000
3057,261000
1698,300000
6443,545000
17841,215000
19757,484000
2029,325000
19991,289000
6927,418000
13968,285000
10488,607000
8866,225000
12351,1220000
5071,623000
17976,303500
19127,402000
8483,835000
18383,436000
12673,443000
15344,295000
2151,361000
20518,1500000
4622,725000
12235,840000
10802,419625
8338,440000
2739,632000
3435,291000
9396,469000
18876,130000
10819,450600
10958,1675000
994,156000
13474,470000
13520,425000
7652,2453500
20923,1140000
7259,310000
18549,195000
5461,600000
7572,301000
12247,230000
20514,291000
18006,294000
14650,899900
15598,750000
18154,1400000
239,549000
14167,575000
18480,344950
15733,930000
20082,469000
435,815000
17026,415000
16841,698000
20951,910000
2278,921500
16906,147200
11564,345000
16137,515000
5322,560000
14049,274700
12651,1110000
7890,235000
9300,507000
7323,455000
14078,850000
9631,270000
5421,180000
12504,379950
16140,390000
7649,597500
8497,289000
12727,423000
6995,390000
17980,2175000
4711,639950
11790,160134
7552,400000
16939,500000
389,437000
1565,760000
20377,420000
16157,482000
3135,250000
17286,424000
943,950000
20243,320000
296,256400
9861,740000
12728,785950
2894,900000
15558,500000
1186,360000
6158,420000
17938,1031000
11872,330000
8920,280000
9683,413500
1393,290000
18797,206600
16935,302860
6660,800000
11025,535000
18228,265000
4846,727000
16999,350000
6863,397990
4864,349000
13100,525000
9253,1610000
4281,525000
1124,450000
9114,682500
17023,210000
9252,1360000
662,315000
15991,518000
15411,330000
14539,412000
13185,269950
8003,570000
11336,450000
15927,425000
16204,255000
4755,386591
15740,600000
3976,300000
15526,1195000
14770,135000
17963,442000
20871,785000
